id	filename	md5	size	state
00f55a16-0ee5-4939-8efb-de34e68d4ccd	ff11a9e3-d32b-431b-9ebb-c5a3d9eb0e4f.rna_seq.augmented_star_gene_counts.tsv	164572054f5eb2acdee027781ec57cd8	4243741	validated
041589a6-eaec-4b0d-9a95-14bff2e65c53	3698f158-b7ab-4ad0-9064-ee1269a17821.rna_seq.augmented_star_gene_counts.tsv	78447fd7dfce35d229f0955f3dca4484	4209771	validated
04b0d095-33ef-4ced-9c78-d29f6dbb66f7	53bd217b-0458-4315-a13c-f9e79fa46501.rna_seq.augmented_star_gene_counts.tsv	995c506535fe58d6515c8f712d4b7d0f	4237350	validated
0c53b773-af42-4285-b0bb-19787a2712a7	7107da6d-83c9-47af-bbf5-c677e50dcfad.rna_seq.augmented_star_gene_counts.tsv	e550790bafbe61ce1af382597c37e8c5	4241757	validated
0ef12067-7e43-4d08-9374-a961430dd5ab	cf37eb41-0595-4a82-a65b-3058902a48d4.rna_seq.augmented_star_gene_counts.tsv	dc4f44ffd7d81f239f828f4621a8684d	4212581	validated
0efbd46e-4c32-478a-8dab-5a8268292954	6c111d25-cbbb-4d51-8b04-2b0ef6f70df1.rna_seq.augmented_star_gene_counts.tsv	0fa15b7a8888193bca7e41d95195074a	4198183	validated
11f51468-d07c-461f-a98c-3ebdb84a713e	0a4a9b5b-90d9-4789-af04-f931433808c1.rna_seq.augmented_star_gene_counts.tsv	7ca7531a34e09d682a39fabd7d017254	4236741	validated
122eb839-bee6-487a-9436-e39d6d4c2b98	aa786193-fb52-46b2-a71a-1b94cbf47810.rna_seq.augmented_star_gene_counts.tsv	708dcd4e21cc3d7c61ada033880b0c5d	4234020	validated
14923174-40b5-47a6-8bee-a9254c600d0b	f24e467a-d46c-4307-a318-736a13a3a56d.rna_seq.augmented_star_gene_counts.tsv	b17211ba5a083157ab97c6a5759d847a	4210595	validated
1a4b5082-b33b-4eda-a45d-cabbbf314791	c56e13bb-f1b0-4ee3-85c1-807c7c3bcef9.rna_seq.augmented_star_gene_counts.tsv	4a17573f2aa5b9996fe994754f5dd3a3	4243819	validated
1aef6d77-562f-4456-854e-ab397bc88419	dd1a82d2-b400-4713-8fdd-fe4917766d89.rna_seq.augmented_star_gene_counts.tsv	9a30d6ac0832e1928178f8565ac89270	4212818	validated
1c68b804-b174-4685-8132-7890bbe9fd91	bfb2d782-49b2-4452-b418-bc90cd007df1.rna_seq.augmented_star_gene_counts.tsv	df2387d8f1d9d5a2e2127f23700f371f	4233562	validated
2283e20e-9f90-4ea7-ad8e-d9d5c1821974	7612ab8d-b99d-4b3b-a157-fe93e277ecf5.rna_seq.augmented_star_gene_counts.tsv	8e3559791a919795930c1a3101d9838a	4222266	validated
2471abd8-2054-43a6-858a-c9356630b3b9	f98f9a57-095b-482a-893c-030f9ad9db02.rna_seq.augmented_star_gene_counts.tsv	92c72851428cc49d00a398a1465cd912	4231306	validated
29361db8-77f4-493f-8052-ff8f5e6fdd82	5e6dec4b-0b92-41ac-a957-8482267bcc74.rna_seq.augmented_star_gene_counts.tsv	e923e53ce00e205c6b9cb6b844b6884e	4240795	validated
2ea33916-c0e1-4f99-8b6b-ae36e3ae75a2	74d58c33-0c42-47bc-a55b-f56835480fbe.rna_seq.augmented_star_gene_counts.tsv	84ade5ecf7472101adbbd7598bd43b6e	4241397	validated
2ede71e9-6d88-4150-82f2-9e2cdd043ab1	7b6d572e-4b6d-4edc-aaf5-7b052d6a5e7a.rna_seq.augmented_star_gene_counts.tsv	cecf99f08a0e61485da309e543eb2fed	4206615	validated
302ba5a5-4764-4ce6-83fd-6f24158b6eb2	44b69c7c-6c36-48ef-9cf6-c287e0a5f917.rna_seq.augmented_star_gene_counts.tsv	98aaef672f305adb245c8050e450ec55	4235338	validated
314e72df-1d0b-43eb-9930-5f7de6db21c8	df6cc1d8-c28f-4530-95ff-4e18ee383e88.rna_seq.augmented_star_gene_counts.tsv	b969bc29362b36639d31ccf6e0be0e7b	4206847	validated
31f26755-a536-4352-93bf-a2f011bc3fcc	50f787fb-b508-4c55-ba88-9942852d36e3.rna_seq.augmented_star_gene_counts.tsv	274b3836e97b83d48e98eee5c39d1b12	4211713	validated
3264e0fb-cb47-4d8a-a129-21288d008629	da1c4d8d-b07a-4aa1-8360-1c140ca16327.rna_seq.augmented_star_gene_counts.tsv	04a98f8f7c5057ddb5501e13ff190f6c	4229530	validated
367dd9ec-d68b-466d-8a5a-63059f859b7b	32e82c06-81a8-4f40-8a32-2df86bf33b12.rna_seq.augmented_star_gene_counts.tsv	c8c8b8935e556affae9e9a705604deee	4208985	validated
38a69a0d-4348-42c4-99af-ac9a20c524a1	d7c02caf-4700-4587-9514-d8b1554bea41.rna_seq.augmented_star_gene_counts.tsv	1d3fc01b8d92037b31b9f7c83ec222f6	4203369	validated
3d2f64fa-c578-489d-97be-ec0489d3037b	fdeb45e1-cce1-49ce-9f87-50c780d7f185.rna_seq.augmented_star_gene_counts.tsv	1dd34d445a51d1575cf37e2cdd28671e	4238566	validated
3de16040-c61d-45f3-aa93-32ddfe2e9f8a	784b2763-b9be-4b7f-84b0-f5ec6f784717.rna_seq.augmented_star_gene_counts.tsv	c7051f12f0e10c33c559c51eeb53b623	4207711	validated
3f16dceb-f96a-4051-a9da-6264e1329299	6bc5d616-670c-4778-a769-d5b64fc51d8e.rna_seq.augmented_star_gene_counts.tsv	b6891bf9497818a9c484aa028b7bdbad	4198247	validated
41e92dc1-0148-4bdd-b2b1-5f24920d2a6e	9b308588-5e79-46ab-b186-6edd686695c6.rna_seq.augmented_star_gene_counts.tsv	74a800b8a04ff19e634ce379f4819703	4207328	validated
480d7195-4761-400b-abed-cd6870211cd6	90dab784-fa67-4b32-9489-6cd1cb6365ac.rna_seq.augmented_star_gene_counts.tsv	9d0c1f75f2c4feae852a252395b5e1b6	4206671	validated
4b8943a7-e5a8-49e1-8905-9f4aaf8f97c9	1ae8df2d-8c7c-474d-9208-ea63784edc90.rna_seq.augmented_star_gene_counts.tsv	c05b389adeb5574cf7f952c86a6d49d8	4239789	validated
4b9b8b25-96e3-4667-8315-124711dcc1e0	c45adda2-fffe-4add-8148-01ecf35dd855.rna_seq.augmented_star_gene_counts.tsv	a3330e291120b1bf030e8a52a79449a7	4246123	validated
4c9b0f85-7a87-4c9e-b4c8-b85050f783c5	bc895549-854b-484f-8a6d-9e5152829bcb.rna_seq.augmented_star_gene_counts.tsv	a3ed5330e9aca6356c710d5bf7a33110	4206740	validated
56d9c030-e925-4516-9fdf-15f3a328cb1e	37b95452-c6ab-48f9-abd4-521b33596657.rna_seq.augmented_star_gene_counts.tsv	a8ca241410834135c13e2eced4af9704	4206804	validated
5822a080-0758-4820-a7f6-a68e3eb739f8	77e4d800-a731-4f44-b0e9-26623dce0a4e.rna_seq.augmented_star_gene_counts.tsv	cbf91d54586313868345320c995e1199	4199591	validated
5963a04d-c3bf-49d9-9a40-9a19e95be66c	ea89121f-2c74-433d-8047-898dc963bf35.rna_seq.augmented_star_gene_counts.tsv	3f1801d7a0bc89190ba8d07e9e3d497d	4239555	validated
59f14dc2-4045-4272-ae4e-bc890f1369e3	fa14d20e-a75a-4572-b253-eb2fb8fa5504.rna_seq.augmented_star_gene_counts.tsv	35b3cd799c66417904682ff745d1e409	4232378	validated
61978658-c505-4c90-a2d6-c51556638dac	7c4477a6-c744-412a-8571-bfb62f0dc714.rna_seq.augmented_star_gene_counts.tsv	745c981bf9a933a90940d6ec68861041	4243594	validated
644a9b50-2232-4142-aba5-84740bd964b3	5712498e-366d-4b30-b131-ae7209d59842.rna_seq.augmented_star_gene_counts.tsv	3f46087903f03ea5ceaf842febb5cd6e	4236302	validated
67f53b6a-f0d9-4ffc-85ee-a558517a35a5	ebff0d05-b930-42b7-a428-694cef63ebb5.rna_seq.augmented_star_gene_counts.tsv	e00083894b270d126d4b959fc2801ac4	4251478	validated
68d1b006-c6f0-4be4-8f47-1cfad79ce017	8f673a13-7f81-4685-a415-645ff6b5e2fb.rna_seq.augmented_star_gene_counts.tsv	bb38d19a2fba63489e0966f3ef20e145	4209854	validated
6ae8b56b-3575-489a-af8c-7edb38b1f341	4db3046e-1628-4cd7-a362-d169176d9fd8.rna_seq.augmented_star_gene_counts.tsv	372fefdfd223acce45f202b766e70f05	4219535	validated
6d1f8589-95ba-420f-8a7f-50e4c221bd92	bac0ab12-3cef-4991-931a-6378c5d08424.rna_seq.augmented_star_gene_counts.tsv	cd0164fe9381fbb86eacb5d149b7dd49	4244735	validated
6e0eb808-86db-4d35-9d27-76f645a351a9	5cfccf66-7f7d-4385-96c8-8628a3cdbecb.rna_seq.augmented_star_gene_counts.tsv	bfe721aac92d334757e1c8f2bf372c6e	4205957	validated
6e157241-1fdd-4449-b2d6-ba01756bbdc7	79227609-ce40-4cf9-a9eb-16732cc2bfc5.rna_seq.augmented_star_gene_counts.tsv	9e73e8ca4769f1f427026c4c26038b57	4201387	validated
6ef310a2-e434-4977-8800-ad2d3252c236	124c158a-8435-4f81-b84e-89ccc4bb53f1.rna_seq.augmented_star_gene_counts.tsv	a31e1c030f34f1b9ac6ea46eb7f365fd	4209698	validated
7078f5cd-3f4e-45c4-ad1c-cceeb0dc5855	2e6550a8-fbe0-4b31-bb3a-4d7e93709126.rna_seq.augmented_star_gene_counts.tsv	a0f987524c82c273ce9bb5256e512711	4243013	validated
84c72aae-8446-4f7a-938a-e3f5943a88bc	e2842645-decb-40d3-a8a3-e204746b00bb.rna_seq.augmented_star_gene_counts.tsv	21b552a8e1243a36113f14907762e3d0	4236248	validated
88caff00-7c1d-4cec-9a09-d3fd45a36530	556f81a3-4af4-4ecb-9b4d-97ecb7cacd56.rna_seq.augmented_star_gene_counts.tsv	13a0128b1731d4ca57f9e55c66928412	4229913	validated
8a2deb4b-a984-4e8d-b707-bbd5aa35f5cb	10489620-bd98-43ab-9d5f-8ae0c0b1ff7a.rna_seq.augmented_star_gene_counts.tsv	33c0aba163b6ab407f16131ef9083aee	4204036	validated
8a424d56-0d8e-43db-8ea3-a17e810a0780	87930a6f-c400-4ef6-93b2-d01baba20d8e.rna_seq.augmented_star_gene_counts.tsv	d90f75f39766619c91f4f74e151ec1f9	4205550	validated
8d03739b-aee0-4c07-bfcf-42d2c2b54e1d	3843de1d-0eaa-48af-be58-903fcf2e5f89.rna_seq.augmented_star_gene_counts.tsv	ed9dcfc1afbe796ca6b2b341e868d270	4211222	validated
8d472d78-73f9-4327-9023-224e55f87bed	a8cd01e2-f7f4-487c-8cde-4fcf21bfe0e7.rna_seq.augmented_star_gene_counts.tsv	673119f91201830b1f5e5321d121166c	4211006	validated
931b30b4-7afc-4bd6-8d14-48e93d30ef26	73f8f4d0-1a2a-44ae-9e99-be730660d7c7.rna_seq.augmented_star_gene_counts.tsv	b39dffade26fec7b7e2af4d991ff91e9	4220087	validated
96093791-22a2-43d1-a10c-253befb359ed	38aa467f-bd67-475e-9280-7e710bdc0cb3.rna_seq.augmented_star_gene_counts.tsv	c07fa19ea072ba458f5633ed2c2663ad	4210432	validated
962105cf-5163-42e5-9376-d056f08f4127	96a00cc6-3880-4f03-a08d-73d284787971.rna_seq.augmented_star_gene_counts.tsv	ba38e91cc51aefdeef39903999da468d	4213218	validated
985a37f9-371d-453f-b0e3-27f89e148fff	48e3eab5-b82e-4dbb-88d2-e5cfe295fa88.rna_seq.augmented_star_gene_counts.tsv	a9e18fd2572d7406476e9dcb0b4cb699	4242110	validated
994e5240-609a-40b8-871a-921aceaf3b00	b6af1cfd-5316-4ca0-a346-24892149eb17.rna_seq.augmented_star_gene_counts.tsv	78c19ba3d87988c8a2b31a7b59308e0b	4239987	validated
9b01f7b9-c8e2-4d8b-8a36-edbcf20cd435	a4322796-9189-48c2-9e7c-7b1493b5799a.rna_seq.augmented_star_gene_counts.tsv	7df2e1da493e8702cb0518059a1ff580	4196253	validated
9ca354a3-d139-42ff-ad89-55e38aa465b0	9687ff6a-be04-4f75-97ce-df73ba705493.rna_seq.augmented_star_gene_counts.tsv	fd2ec5765008534545723dd761f54d88	4243108	validated
a1492508-2806-43d9-a61d-b125990094f6	ba37d677-fb91-4aab-80a9-b2fd0bc39057.rna_seq.augmented_star_gene_counts.tsv	8a1e93fc7a342cbdadd8273b2a986443	4213742	validated
a537c25c-8736-4707-b126-4b4919ddd4e6	136a1945-769c-48e1-8c82-9168f713033b.rna_seq.augmented_star_gene_counts.tsv	cc62796edf194c67d9472263f39f592a	4226264	validated
a65c33c2-3ac4-4925-9cd2-b1896a3d96dc	e5bfa150-ea77-423d-b26c-62f9b241e2b7.rna_seq.augmented_star_gene_counts.tsv	42af91864b95fd4c4850aa38cad0fb13	4204813	validated
abfd3160-7c2a-4c9a-b4a7-ca5d96bc2ea4	a6b176e9-f4fc-4188-9771-ab2f3e00a4a8.rna_seq.augmented_star_gene_counts.tsv	c8495b5993d4fdfc21e860e72b00333f	4205003	validated
ad7d91a9-bc00-4e48-b15b-257636415dae	ec51dd1b-5733-485c-a09a-8d50d1d9fda1.rna_seq.augmented_star_gene_counts.tsv	ada30278e49b537c91feaf10ee4728b7	4236806	validated
ae5aab1b-e785-43e6-9da3-e9c757ef43df	c848ccf8-14d9-4fbd-8366-d4e4ab4dc2e5.rna_seq.augmented_star_gene_counts.tsv	691d5c1992ce4b6735eb1bbdc9374c0e	4244409	validated
b031e6f2-4643-400c-97b5-7c6d0a9d1064	5f537d3b-4d1f-4e68-9bd2-807042bda531.rna_seq.augmented_star_gene_counts.tsv	86777c1de9d2fa1e6e8e9c919f06d1b8	4209695	validated
b2a1e9e0-8e02-4130-b4ac-78257a219d3d	504282dd-4fef-4f70-a709-6a545d00a263.rna_seq.augmented_star_gene_counts.tsv	785c457aaf0e045b9fd70ec98ecc5918	4215948	validated
b397c9dc-cbdf-4fd5-a847-e0279aedca0d	d406bb03-1a9a-4aa3-a1a8-4de5478b4701.rna_seq.augmented_star_gene_counts.tsv	b36ec125f805fcb3b9cbc526bde85701	4205256	validated
b610be41-f4e1-44d5-aa47-670b02f29e01	ca7940e6-af7e-44fd-a6fc-5d86dc1d86c4.rna_seq.augmented_star_gene_counts.tsv	2b8d11d2f251dc7d47f98cef59a1d57d	4232077	validated
b6601198-05ba-45f7-b927-0760a05001b3	cbd54c6f-2634-4ac6-ba5a-73cb4680867a.rna_seq.augmented_star_gene_counts.tsv	7a2db9ee08a003c8af3274cdd47998de	4240122	validated
b9c1d14a-a169-4e73-a9c6-e884b005a160	65f86d9a-828b-4e8b-a656-38baba5a54f7.rna_seq.augmented_star_gene_counts.tsv	8b5933b69b3b2612171f4ffe72660494	4229449	validated
c1751d2c-4e1f-429b-93a0-d65013bf90a2	4b3022ba-0232-493c-b3fc-2447e8cf7113.rna_seq.augmented_star_gene_counts.tsv	566be80dc4851712114860a3abc9acb2	4244167	validated
c7251dcd-0df8-4a3f-866d-e649e70289a3	8478b584-560c-4135-ab08-ba6578b537e8.rna_seq.augmented_star_gene_counts.tsv	caefd9cf165e1476d2c674026d332dc6	4247590	validated
c9805144-e0d9-4dbe-a775-f2e0217e0cb8	895018d4-b355-4339-8c60-186478ae6551.rna_seq.augmented_star_gene_counts.tsv	1da29b7711397fe1af1b7b711cd01e4f	4238236	validated
cbf85be3-35c3-4030-b585-23402c150bd4	8f518c0d-42e0-4418-bb48-f69b32446b46.rna_seq.augmented_star_gene_counts.tsv	b48748de8558f60e30181406f5badcaf	4198141	validated
cc542179-9ca2-4351-89a9-b14cb3d934b3	c192c50f-0236-4d28-9343-ce9d9c3ac291.rna_seq.augmented_star_gene_counts.tsv	72356322a12d33c2550bfb898d829cad	4230663	validated
d2547936-3368-4b80-aa3a-d382280f6a91	b2b53efa-8a7b-4871-b6bb-6ebfb5cc0cea.rna_seq.augmented_star_gene_counts.tsv	f613421e4de315c65cb8ac9e91d5ab63	4192715	validated
d32e37bf-119c-4d82-abfd-61578b345935	00ecebb4-b85b-4ca6-939c-3dbc23afef0e.rna_seq.augmented_star_gene_counts.tsv	95887a03e0c074f122793952440780e4	4204412	validated
dbbaabf1-d789-45c3-af5e-6ab892d798a0	f4b4ac99-115e-4997-8123-d1863e75eb6a.rna_seq.augmented_star_gene_counts.tsv	8ef745ed42c4c218a1d93234226c2159	4234588	validated
dc46b630-411e-4257-ad98-91b1982eaf39	20ca78ce-1972-4f55-81f2-22683da33c66.rna_seq.augmented_star_gene_counts.tsv	3d01acc62864739c8dc46dffc4dae91b	4226795	validated
dcda81ff-c2ea-4ad6-8d19-6a0ad26726e1	2a84ae41-c024-43e1-b900-79ef0073e98e.rna_seq.augmented_star_gene_counts.tsv	c287e43b3ee51f9b6fe59ee24afe21c5	4231370	validated
dddae5ce-89bb-4a16-8aa7-00d42ad14b5c	52a10f37-ee39-4805-908e-b9e35fa983e9.rna_seq.augmented_star_gene_counts.tsv	1384da7f75ff9bdf20dfe9fd8bad8acb	4234893	validated
deed44be-1df3-42f7-be75-60e52caafe98	620f38f7-7f22-41f3-a478-445f949006fe.rna_seq.augmented_star_gene_counts.tsv	f66bdb99ed9c1bc7773b0bb8aa9f6824	4209616	validated
e260bb68-bfca-459b-87d6-249f1c9dc3df	b3f7d666-c19c-4dd3-94b7-b85877c8ea28.rna_seq.augmented_star_gene_counts.tsv	c262e01088a2ea7d5d24864857aaa143	4240285	validated
e3761aef-b338-449c-8171-c6b9ba61afad	5d2d4263-d17d-424f-9c82-bf665306d71f.rna_seq.augmented_star_gene_counts.tsv	c6832fd853daa6e555c6552489941e3c	4198935	validated
e3b0ae1b-b833-4fe6-824e-3dccd3f33f02	a545f8c1-39e3-48cc-8c22-897c5d3a21ea.rna_seq.augmented_star_gene_counts.tsv	9a818814deabe2d07b8d716afd882b49	4244265	validated
e4086676-b63d-416b-b54f-da85221a7392	27a08af2-4626-4bf9-bdf6-a6ba644a53a2.rna_seq.augmented_star_gene_counts.tsv	9b878375fa3decae750a3764c521cb8e	4234685	validated
e6bdb7d0-aeff-4765-8710-40426c89c0f4	efeb2328-6a31-4340-a086-c431a44348e1.rna_seq.augmented_star_gene_counts.tsv	42a11837fcb809a76e75b71f972d3789	4207775	validated
e901a76e-aa1d-4c69-b353-8585a98e87c4	c6396737-3587-46a7-808d-963eebe41224.rna_seq.augmented_star_gene_counts.tsv	13fc60812ad43977698d4df54776d81e	4238316	validated
f5290e68-9516-414c-947b-166486debc1d	37980384-8885-4c83-a02c-e9609a514afb.rna_seq.augmented_star_gene_counts.tsv	bc95989558499c320d4fc8f5c1498da0	4238227	validated
fd626c2b-9573-499c-bbd9-bae78acc5306	a3380ca6-6c65-4543-9bdf-957b26c1daaf.rna_seq.augmented_star_gene_counts.tsv	e488b63e056f1e94b549e086831dc9e3	4209059	validated
fed95e93-322b-4ecb-8105-bf049fd9c7d1	5472fa65-a8e2-4593-abd8-e241d1bdec84.rna_seq.augmented_star_gene_counts.tsv	002c6c0e33384b95620d90ee5ca687a2	4226472	validated
